Date;Last Price;Volume;SMAVG (15)
25.01.2002;5156,63;56534892;77935640
24.01.2002;5170,44;79844304;80460760
23.01.2002;5163,03;81360888;79493352
22.01.2002;5045,72;68697136;76903408
21.01.2002;5069,74;47239304;73849928
18.01.2002;5122,23;75567608;72881256
17.01.2002;5133,4;95259896;74659160
16.01.2002;4984,2;87579600;72116536
15.01.2002;5062,04;81533360;71546296
14.01.2002;5065,84;73055264;71196664
11.01.2002;5209,97;66987276;70500152
10.01.2002;5228,11;74807224;70027256
09.01.2002;5288,21;94940528;70740888
08.01.2002;5236,37;99469688;69842256
07.01.2002;5232,22;86157640;67486368
04.01.2002;5318,73;94411656;65042972
03.01.2002;5270,29;65333240;62982096
02.01.2002;5167,88;42511680;65420004
28.12.2001;5160,1;22894946;69718440
27.12.2001;5117,13;32709190;72349696
21.12.2001;5019,01;102236208;74169848
20.12.2001;4934,14;57120544;72144568
19.12.2001;4984,69;79025960;72637960
18.12.2001;5039,64;76288864;72249600
17.12.2001;5067,99;62607644;72739120
14.12.2001;4909,42;59893808;72913976
13.12.2001;4966,05;85511744;72949864
12.12.2001;5062,56;81461072;70021864
11.12.2001;5146,45;64131272;69898432
10.12.2001;5124,68;49506724;71270664
07.12.2001;5199,03;63498548;72340048
06.12.2001;5271,29;101901864;73868984
05.12.2001;5262,75;106988168;74067728
04.12.2001;5013,99;62363860;73959592
03.12.2001;4988,44;60011472;75136984
30.11.2001;4989,91;71856944;76333048
29.11.2001;4936,08;64521472;75614120
28.11.2001;4915,95;73200584;77653936
27.11.2001;5059,57;83631584;77716720
26.11.2001;5114,12;65230568;76499560
23.11.2001;5150,97;60432128;76040768
22.11.2001;5124,54;41591660;76033080
21.11.2001;5087,03;79609688;76931552
20.11.2001;5096,18;84714664;76961352
19.11.2001;5185,1;65547536;76649080
16.11.2001;5062,64;86432616;75469600
15.11.2001;5006,33;104882976;73658168
14.11.2001;4953,53;105366104;72132384
13.11.2001;4946,97;80024808;70060264
12.11.2001;4820,37;77952440;69502152
09.11.2001;4910,07;61072992;67615120
08.11.2001;4993,57;95118648;68565320
07.11.2001;4860,66;74142368;66830052
06.11.2001;4707,65;65374256;67633744
05.11.2001;4755,11;58348620;67733824
02.11.2001;4583,31;60316804;67309728
01.11.2001;4636,13;55068808;67937992
31.10.2001;4559,13;80056680;70095352
30.10.2001;4543,98;80030528;69366384
29.10.2001;4660,35;47855320;67863704
26.10.2001;4820,26;59261168;68607080
25.10.2001;4715,6;81996240;69917640
24.10.2001;4811,82;74284224;70811240
23.10.2001;4704,22;71653144;69616312
22.10.2001;4619,32;49647016;69464040
19.10.2001;4513,53;75325968;70301816
18.10.2001;4574,37;69089608;70239760
17.10.2001;4644,82;86197744;70262640
16.10.2001;4626,48;66875528;70707248
15.10.2001;4548,48;51987152;72612240
12.10.2001;4625,13;69740768;74923224
11.10.2001;4718,46;87429176;84411568
10.10.2001;4613,19;69122176;85694576
09.10.2001;4472,42;57490336;87475256
08.10.2001;4495,15;59005968;89262840
05.10.2001;4487,69;78919544;92934592
04.10.2001;4548,13;95400304;93938640
03.10.2001;4436,66;56360280;92693168
02.10.2001;4304,2;69369064;96015384
01.10.2001;4239,97;62213596;99386688
28.09.2001;4308,15;74395168;100967296
27.09.2001;4184,5;69432768;101784888
26.09.2001;4095,32;92866832;103487472
25.09.2001;4009,12;95450456;101698392
24.09.2001;4038,69;86651888;100365352
21.09.2001;3787,23;212065920;97786536
20.09.2001;3809,67;106674368;87243680
19.09.2001;4041,8;95832352;84612480
18.09.2001;4194,85;84304136;82038544
17.09.2001;4234,55;114082240;81107376
14.09.2001;4115,98;93980288;75938680
13.09.2001;4392,4;76718160;73770464
12.09.2001;4335,2;106193488;72413824
11.09.2001;4273,53;119938712;70325480
10.09.2001;4670,13;85922648;65949668
07.09.2001;4730,67;86659112;64668412
06.09.2001;4875,37;94971472;64853712
05.09.2001;5048,08;66030684;63920788
04.09.2001;5208,1;75454784;62707556
03.09.2001;5094,1;47969668;61187988
31.08.2001;5188,17;53923056;61930344
30.08.2001;5162,4;67206368;64039456
29.08.2001;5305;57223300;65522228
28.08.2001;5308,78;70336624;69220512
27.08.2001;5406,47;36551864;69407816
24.08.2001;5387,5;61456992;69449248
23.08.2001;5254,04;56368584;68388344
22.08.2001;5220,21;74868384;69134128
21.08.2001;5216,11;54301500;67860624
20.08.2001;5207,83;66703816;67886800
17.08.2001;5222,12;89438584;66255576
16.08.2001;5361,92;80977600;63299240
15.08.2001;5455,44;47832224;61599604
14.08.2001;5520,71;52661284;62860512
13.08.2001;5453,77;59104972;62504536
10.08.2001;5433,49;85559752;61813248
09.08.2001;5512,28;89447968;60996876
08.08.2001;5614,51;112697504;59075220
07.08.2001;5752,51;73146160;54900640
06.08.2001;5746,04;37173404;53209156
03.08.2001;5735,88;45543408;53873600
02.08.2001;5777,28;67555344;55581364
01.08.2001;5835,23;55765868;55443720
31.07.2001;5861,19;54694172;56816120
30.07.2001;5792,19;42235404;56820352
27.07.2001;5754,86;45093552;57496140
26.07.2001;5675,76;55483020;58772268
25.07.2001;5582,76;66745864;59008668
24.07.2001;5663,26;47321656;57343408
23.07.2001;5791,73;48735620;57995148
20.07.2001;5764,06;73314224;58301344
19.07.2001;5829,69;60623096;58650496
18.07.2001;5728,37;50078824;59349388
17.07.2001;5846,66;47773860;59000412
16.07.2001;5853,76;47140080;59695104
13.07.2001;5928,01;71159904;59657484
12.07.2001;5889,88;65490664;58360012
11.07.2001;5801,8;76351856;58868496
10.07.2001;5816,32;54757664;58247872
09.07.2001;5869,86;52372200;58463768
06.07.2001;5862,1;64235496;58038272
05.07.2001;5999,19;59028996;83864696
04.07.2001;6015,72;41767008;82565104
03.07.2001;6056,84;57097712;83876088
02.07.2001;6109,5;53328592;84438608
29.06.2001;6058,38;78551464;83627192
28.06.2001;5971,77;71106512;81666296
27.06.2001;5833,1;44844176;80910408
26.06.2001;5847,79;58194256;81563224
25.06.2001;5902,32;46575776;81052184
22.06.2001;5941,77;51697796;79156832
21.06.2001;5926,38;73117920;81202184
20.06.2001;5876,04;67042536;81440648
19.06.2001;5922,53;57996056;80680200
18.06.2001;5869,04;45989812;80501584
15.06.2001;5915,18;451631808;79019888
14.06.2001;6031,27;39535192;51188376
13.06.2001;6111,94;61431712;50247856
12.06.2001;6059,15;65535464;49257536
11.06.2001;6162,74;41157416;50634808
08.06.2001;6187,21;49138000;51066868
07.06.2001;6184,25;59768152;51592840
06.06.2001;6192,44;54636456;51799952
05.06.2001;6242,13;50528680;52174392
04.06.2001;6177,74;18145494;51610336
01.06.2001;6125,17;82378064;53142528
31.05.2001;6123,26;76694888;50870560
30.05.2001;6041,22;55635752;50614696
29.05.2001;6120,33;55316880;50389164
28.05.2001;6216,83;23764324;50198172
25.05.2001;6223,57;34159152;50810012
24.05.2001;6278,9;25427436;52269448
23.05.2001;6215,25;46576868;54204808
22.05.2001;6270,59;86194528;55473320
21.05.2001;6249,87;47638364;52146552
18.05.2001;6186,87;57027584;52748856
17.05.2001;6173,81;62874840;52854604
16.05.2001;6148,44;60253008;52343356
15.05.2001;6070,38;42067864;51523828
14.05.2001;6064,68;41128392;51060692
11.05.2001;6141,02;48298548;52033400
10.05.2001;6165,18;72856872;52411456
09.05.2001;6063,94;52252816;51866628
08.05.2001;6108,72;52451960;51367152
07.05.2001;6122,62;32941924;50326148
04.05.2001;6138,28;56050744;52895180
03.05.2001;6089,17;54457784;53184956
02.05.2001;6213,84;65604572;52480520
30.04.2001;6264,51;36292984;50964796
27.04.2001;6175,24;56672976;52342640
26.04.2001;6123,66;58613760;53050408
25.04.2001;6115,19;55206120;53343788
24.04.2001;6124,57;47960076;53321696
23.04.2001;6051,48;35120872;54032624
20.04.2001;6127,97;55718964;56149676
19.04.2001;6181,91;53969408;55940564
18.04.2001;6164,88;64684488;56501436
17.04.2001;5935,58;44760644;55473372
12.04.2001;6002,3;36836880;56492956
11.04.2001;5951,16;71477440;59142276
10.04.2001;5913,84;60397356;58263136
09.04.2001;5781,01;43891276;57467156
06.04.2001;5698,88;42868708;57091112
05.04.2001;5773,34;56960616;77740232
04.04.2001;5597,66;67289488;77718912
03.04.2001;5553,46;63014476;78874304
02.04.2001;5760,76;54874736;78781224
30.03.2001;5829,95;58623988;78231624
29.03.2001;5879,3;66876644;77541560
28.03.2001;5817,52;52582328;75942688
27.03.2001;5938,21;62382500;75519368
26.03.2001;5726,97;49263472;74865760
23.03.2001;5544,67;60054432;73836888
22.03.2001;5388,02;76576672;72708040
21.03.2001;5622,09;58290376;71004736
20.03.2001;5782,16;48457632;70231912
19.03.2001;5657,29;38250588;70016160
16.03.2001;5734,49;352605536;70250696
15.03.2001;5889,95;56640860;50377612
14.03.2001;5794,12;84620328;50791696
13.03.2001;5962,93;61618320;49416748
12.03.2001;6046,56;46630688;48936200
09.03.2001;6204,42;48273016;47852944
08.03.2001;6267,06;42893608;48485328
07.03.2001;6305,64;46232464;48757368
06.03.2001;6284,06;52578452;49489872
05.03.2001;6216,38;33830368;49086760
02.03.2001;6159,02;43121708;48959432
01.03.2001;6123,38;51027120;48581464
28.02.2001;6208,24;46698028;47728976
27.02.2001;6220,48;45221300;47572844
26.02.2001;6189,07;41768588;47243432
23.02.2001;6075,34;54509348;46998488
22.02.2001;6277,99;62852112;46054432
21.02.2001;6347,99;63996128;45175656
20.02.2001;6451,57;54410060;44267696
19.02.2001;6472,21;30381836;43806108
16.02.2001;6439,26;57758792;44260816
15.02.2001;6591,67;46974192;43389084
14.02.2001;6479,87;57220036;43466408
13.02.2001;6557,93;46531780;43163984
12.02.2001;6564,91;31920452;43121116
09.02.2001;6497,07;37452212;44292960
08.02.2001;6636,81;38239748;46195212
07.02.2001;6578,96;44356056;47137248
06.02.2001;6693,03;40280128;48315840
05.02.2001;6628,07;38094412;48476440
02.02.2001;6638,2;40348520;48379324
01.02.2001;6704,68;49670460;49688768
31.01.2001;6795,14;50376752;49762784
30.01.2001;6739,3;47486228;49302996
29.01.2001;6750,96;37202480;49018008
26.01.2001;6695,2;44682828;48892500
25.01.2001;6727,49;48134012;50226080
24.01.2001;6706,67;52683720;51707828
23.01.2001;6722,41;45888728;51276020
22.01.2001;6675;49498100;50306388
19.01.2001;6651,53;65985984;48069288
18.01.2001;6635,76;52370312;45235904
17.01.2001;6653,38;62034952;43268960
16.01.2001;6502,89;42689136;40701436
15.01.2001;6522,87;36637648;40720248
12.01.2001;6490,03;59990160;41409832
11.01.2001;6465,21;50780744;40444756
10.01.2001;6320,07;43479916;39742880
09.01.2001;6404,52;43211424;43476972
08.01.2001;6392,17;35319824;43798356
05.01.2001;6382,31;64686536;44162380
04.01.2001;6376,54;70360256;42991256
03.01.2001;6434,96;46206560;41401696
02.01.2001;6289,82;31344294;41386120
29.12.2000;6433,61;15941576;42202812
28.12.2000;6371,64;23485232;45334188
27.12.2000;6328,16;22866168;46743592
22.12.2000;6251,4;23522066;47792440
21.12.2000;6200,71;42971344;48990080
20.12.2000;6248,76;46981396;49436912
19.12.2000;6479,28;45513976;49079156
18.12.2000;6390,25;40252656;48642236
15.12.2000;6331,3;99491288;48468924
14.12.2000;6469,95;48032184;44926956
13.12.2000;6620,21;40780156;44196344
12.12.2000;6733,59;47119676;44672328
11.12.2000;6782,52;46516888;44955564
08.12.2000;6691,25;45972912;46740820
07.12.2000;6566,08;43594656;46371696
06.12.2000;6622,25;62912244;45962868
05.12.2000;6637,09;44626248;44349348
04.12.2000;6408,1;38598880;44217280
01.12.2000;6512,91;41486680;43740004
30.11.2000;6372,33;49673864;43688644
29.11.2000;6598,32;41615060;43303008
28.11.2000;6625,56;38960120;43370912
27.11.2000;6696,91;37652976;43396752
24.11.2000;6664,18;46361768;43172888
23.11.2000;6601;37073056;42631972
22.11.2000;6510,54;47919864;42845028
21.11.2000;6678,07;51368264;42430144
20.11.2000;6609,48;73295712;42961276
17.11.2000;6752,29;40436044;40111700
16.11.2000;6842,11;37462264;40485100
15.11.2000;6961,09;38709432;40724852
14.11.2000;6966,65;42645244;40973388
13.11.2000;6742,1;31439712;41418016
10.11.2000;6851,69;40716284;41761776
09.11.2000;6959,5;43889292;42358164
08.11.2000;7008,64;42633652;42694916
07.11.2000;7076,28;39347736;43040384
06.11.2000;7136,3;34295000;43423736
03.11.2000;7128,27;38248008;43363336
02.11.2000;7088,64;40268884;43843728
01.11.2000;7059,07;41696632;44327908
31.10.2000;7077,44;59335272;45275068
30.10.2000;6926,57;30552016;44171980
27.10.2000;6924,68;46037064;44528044
26.10.2000;6767,9;41058536;44368860
25.10.2000;6748,22;42437460;44388936
24.10.2000;6802,81;49314716;44627408
23.10.2000;6620,87;36596100;43381176
20.10.2000;6618,43;49662120;43160436
19.10.2000;6619,43;48940560;42379040
18.10.2000;6483;47815640;42019680
17.10.2000;6531,71;45098036;41346548
16.10.2000;6627,25;33388972;41110696
13.10.2000;6661,3;45453892;42905156
12.10.2000;6465,26;47531616;43719568
11.10.2000;6561,63;55904044;43225236
10.10.2000;6673,15;42788900;41914856
09.10.2000;6680,78;35892984;41768472
06.10.2000;6776,39;43649304;48098508
05.10.2000;6892,49;41359704;48046632
04.10.2000;6823,43;46014504;47927132
02.10.2000;6862,26;30621238;47171728
29.09.2000;6798,12;33285008;46926828
28.09.2000;6832,76;37941180;46840796
27.09.2000;6814,06;43550204;46602608
26.09.2000;6765,04;37718636;45870388
25.09.2000;6788,69;41560256;45533388
22.09.2000;6740,25;60305888;44641744
21.09.2000;6682,92;57670084;43659236
20.09.2000;6765,23;40116588;42055520
19.09.2000;6937,74;36248344;41468544
18.09.2000;6891,69;40593180;40945340
15.09.2000;6999,54;130843496;39907720
14.09.2000;7048,5;42871160;33336130
13.09.2000;7006,26;39567200;32631658
12.09.2000;7135,75;34683480;32478566
11.09.2000;7214,45;26947700;32243924
08.09.2000;7267,77;31994540;32261332
07.09.2000;7373,34;34368372;32430188
06.09.2000;7333,02;32566880;32560636
05.09.2000;7395,07;32663660;32829438
04.09.2000;7445,56;28185558;32199958
01.09.2000;7344,67;45568312;31898240
31.08.2000;7216,45;33614312;30971472
30.08.2000;7185,56;31311988;31376166
29.08.2000;7294,4;28400272;32282234
28.08.2000;7339,22;25028844;33439084
25.08.2000;7307,17;32269686;33870520
24.08.2000;7230,26;32304068;33914728
23.08.2000;7232,78;37270816;34372628
22.08.2000;7249,2;31163844;34235392
21.08.2000;7199,34;27208818;34218372
18.08.2000;7232,42;34527384;34651408
17.08.2000;7278,43;36325088;35057744
16.08.2000;7315,27;36598916;35043388
15.08.2000;7307,43;23221476;35619532
14.08.2000;7331,67;23659780;37337600
11.08.2000;7322,98;31666796;39351576
10.08.2000;7280,97;39684700;39431284
09.08.2000;7226,71;44903020;39572348
08.08.2000;7123,81;45753032;38711976
07.08.2000;7113,22;31500360;37400532
04.08.2000;7016,59;32932812;37612012
03.08.2000;7037,91;39172564;38618300
02.08.2000;7112,45;35212312;38327064
01.08.2000;7145,53;30908540;38147908
31.07.2000;7190,37;33704320;37896092
28.07.2000;7128,3;40622440;37449212
27.07.2000;7183,44;36109756;37050564
26.07.2000;7302,12;45241088;37007276
25.07.2000;7329,04;48992488;36351876
24.07.2000;7328,31;53869392;35440452
21.07.2000;7373,26;32862424;33985948
20.07.2000;7480,14;41800644;33796184
19.07.2000;7366,57;31997438;33333206
18.07.2000;7406,91;26081380;33304320
17.07.2000;7430,7;34672576;33435902
14.07.2000;7318,38;48027128;32904602
13.07.2000;7195,99;34804056;31676200
12.07.2000;7065,97;32524940;30753854
11.07.2000;7003,98;27131316;30868294
10.07.2000;7070,82;27001102;31364726
07.07.2000;7052,22;34642704;33544000
06.07.2000;6951,09;35460444;47807904
05.07.2000;6961,73;35410080;47532752
04.07.2000;6944,36;35321148;47217796
03.07.2000;6958,96;32051816;46579000
30.06.2000;6898,21;30016012;44873960
29.06.2000;6874,54;34855944;44656220
28.06.2000;7056,05;31564158;44645776
27.06.2000;7048,96;28055112;44496712
26.06.2000;7027,19;26703076;44879448
23.06.2000;6980,41;29601096;44814272
22.06.2000;7053,67;20968864;45163532
21.06.2000;7100,09;34241540;44876740
20.06.2000;7227,27;34577800;44886696
19.06.2000;7198,8;59690220;44545952
16.06.2000;7131,4;248601280;41639416
15.06.2000;7328,62;31333114;27183500
14.06.2000;7350,94;30685768;27469032
13.06.2000;7268,91;25739190;28283548
12.06.2000;7235,64;6476246;28635874
09.06.2000;7254,53;26749882;30474888
08.06.2000;7243,13;34699296;31316560
07.06.2000;7292,98;29328196;30897016
06.06.2000;7359,8;33796180;30986492
05.06.2000;7408,02;25725404;30887514
02.06.2000;7438,95;34840028;30690232
01.06.2000;7272,76;16666949;29837582
31.05.2000;7109,67;34390876;31094168
30.05.2000;7119,26;29466672;31105358
29.05.2000;7016,66;16092182;31562302
26.05.2000;6938,33;31762508;31985222
25.05.2000;6978,87;35616116;31682462
24.05.2000;6834,88;42903488;31077244
23.05.2000;6927,69;31024092;30053316
22.05.2000;6912,96;34061440;29254078
19.05.2000;6989,03;39374988;29471494
18.05.2000;7181,58;28406108;29007056
17.05.2000;7211,51;30670338;28837710
16.05.2000;7371,06;32311512;28400654
15.05.2000;7195,15;22766180;28680050
12.05.2000;7269,28;22050286;29533084
11.05.2000;7259,48;35515740;30387328
10.05.2000;7120,86;34558708;30788272
09.05.2000;7280,54;36320840;30805820
08.05.2000;7408,09;22435984;30363962
05.05.2000;7530,82;27221104;30888062
04.05.2000;7386,71;26537854;31069362
03.05.2000;7376,93;27544564;30944836
02.05.2000;7555,92;19035532;31215686
28.04.2000;7414,68;37322684;32611044
27.04.2000;7221,74;32408392;34110620
26.04.2000;7388,55;25865922;34384388
25.04.2000;7280,51;24114520;34870416
20.04.2000;7157,95;36502440;35297016
19.04.2000;7216,71;35561700;34754964
18.04.2000;7196,49;34863936;34578028
17.04.2000;7187,14;41529896;34564076
14.04.2000;7214,83;34821920;33473192
13.04.2000;7449,06;29692980;33466076
12.04.2000;7443,07;30297488;33954864
11.04.2000;7442,66;29940596;34888920
10.04.2000;7516,95;24669958;35365772
07.04.2000;7522,2;31607312;36184608
06.04.2000;7446,21;39965928;67179848
05.04.2000;7330,77;59816332;68895536
04.04.2000;7522,8;36514876;68456232
03.04.2000;7429,22;33156348;68979176
31.03.2000;7599,39;30513542;70410176
30.03.2000;7644,89;28371660;71180752
29.03.2000;7864,76;32907640;73161440
28.03.2000;7931,93;34654656;74304464
27.03.2000;7892,49;25166644;75586552
24.03.2000;7932,42;34715168;75289072
23.03.2000;7694,78;37024816;75219784
22.03.2000;7798,62;44308316;75292672
21.03.2000;7807,93;37093388;75051544
20.03.2000;7872,38;36952524;74578720
17.03.2000;7710,92;496535840;74134776
16.03.2000;7583,96;65701340;43223212
15.03.2000;7414,46;53226668;41266264
14.03.2000;7650,05;44359136;40288252
13.03.2000;7693,85;54621320;40353876
10.03.2000;7975,95;42072168;38301396
09.03.2000;7949,15;58081976;38869732
08.03.2000;7987;50053004;38141660
07.03.2000;8064,97;53886008;38296520
06.03.2000;7975,78;20704372;37218360
03.03.2000;7960,03;33675868;37836156
02.03.2000;7945,77;38118188;39909664
01.03.2000;7727,93;40691344;40471656
29.02.2000;7644,55;30001088;40808476
28.02.2000;7587,13;30293264;41207248
25.02.2000;7738,68;32862416;41118608
24.02.2000;7640,53;36347168;41268000
23.02.2000;7698,97;38556444;41856568
22.02.2000;7607,94;45343528;41559652
21.02.2000;7590,53;23834092;41128824
18.02.2000;7573,78;50597200;41818260
17.02.2000;7580,53;47160904;40524656
16.02.2000;7490,32;52375904;39930280
15.02.2000;7396,13;37713608;38812636
14.02.2000;7644,8;29971328;38957348
11.02.2000;7611,55;64778504;38961592
10.02.2000;7709,27;46548064;37666328
09.02.2000;7629,11;45743648;37208992
08.02.2000;7549,88;35982676;36787876
07.02.2000;7296,32;28963646;37208316
04.02.2000;7444,61;35103312;37861380
03.02.2000;7354,26;45175656;38170752
02.02.2000;7171,95;34102720;37893224
01.02.2000;7050,46;38881112;37536072
31.01.2000;6835,6;34175592;37236464
28.01.2000;7066,6;31193158;37282992
27.01.2000;7126,13;38245300;38315056
26.01.2000;6969,37;35611224;38113392
25.01.2000;6809,64;39884252;38781088
24.01.2000;6931,99;30035012;38980840
21.01.2000;6992,75;45349556;39641040
20.01.2000;7112,66;39688040;37374852
19.01.2000;7091,04;39426896;35791404
18.01.2000;7072,12;42289248;34460736
17.01.2000;7258,9;38759628;33592124
14.01.2000;7173,22;39743884;34162264
13.01.2000;6955,98;41012756;32960932
12.01.2000;6912,81;28745432;31447876
11.01.2000;6891,25;34386976;31321148
10.01.2000;6925,52;34873520;34872796
07.01.2000;6780,96;46674104;36149992
06.01.2000;6474,92;35220368;35550500
05.01.2000;6502,07;45626648;35363196
04.01.2000;6586,95;42880512;34016744
03.01.2000;6750,76;39938024;32882994
30.12.1999;6958,14;11356744;32276780
29.12.1999;6859,58;15936315;33333546
28.12.1999;6861,54;19466892;34289432
27.12.1999;6837,41;29260032;35264988
23.12.1999;6782,39;47311736;35776800
22.12.1999;6492,53;21723908;34843504
21.12.1999;6418,68;18316928;35495904
20.12.1999;6378,66;26844506;36233612
17.12.1999;6353,9;87661704;36117508
16.12.1999;6341,29;54031440;31920552
15.12.1999;6232,75;37681720;29822788
14.12.1999;6187,99;32410812;28968462
13.12.1999;6127,2;25429868;28620284
10.12.1999;6097,9;25874268;29045876
09.12.1999;6118,06;30844816;30677068
08.12.1999;6115,59;27208242;30896210
07.12.1999;6158,77;30274636;31219114
06.12.1999;6142,19;34100192;31460054
03.12.1999;6119,17;36937224;31017034
02.12.1999;5937,2;33312284;30423760
01.12.1999;5933,84;31509904;30349784
30.11.1999;5896,04;29382546;30002782
29.11.1999;5888,88;25102972;29921862
26.11.1999;5958,07;24707362;29505108
25.11.1999;5961,45;22564976;29865964
24.11.1999;5818,73;24866828;30983232
23.11.1999;5814,74;27188136;31770040
22.11.1999;5819,89;31813740;31660978
19.11.1999;5955,97;50342172;30274342
18.11.1999;5950,05;34131940;29455816
17.11.1999;5870,17;32051804;29899314
16.11.1999;5909,52;33888720;29326692
15.11.1999;5859,29;27454894;28794624
12.11.1999;5791,05;28038108;28170696
11.11.1999;5802,36;32202664;28118538
10.11.1999;5742,42;26304870;27044234
09.11.1999;5694,73;28168732;26805196
08.11.1999;5647,94;18851664;26548866
05.11.1999;5658,1;30120220;26672946
04.11.1999;5635,62;39324000;27181790
03.11.1999;5560,87;36668932;26205860
02.11.1999;5546,95;25552220;25159806
01.11.1999;5524,92;11014197;24894430
29.10.1999;5525,4;38064264;25444894
28.10.1999;5478,89;40784428;24733962
27.10.1999;5363,86;23462476;24019740
26.10.1999;5388,76;25907706;24170128
25.10.1999;5320,4;18095956;24630402
22.10.1999;5357,75;27255728;24899340
21.10.1999;5246,49;16088115;24802078
20.10.1999;5291,23;22719296;25380618
19.10.1999;5296,91;24323780;25734368
18.10.1999;5156,28;20712874;25883538
15.10.1999;5184,23;37752888;25763408
14.10.1999;5220,29;24685048;25509382
13.10.1999;5295,43;20978120;26176144
12.10.1999;5358,46;21571562;26558462
11.10.1999;5414,5;19271164;26943974
08.10.1999;5419,26;27400284;27370078
07.10.1999;5419,31;30071088;32085098
06.10.1999;5353,32;25718306;32640172
05.10.1999;5301,85;32811830;32733956
04.10.1999;5218,86;22130028;32293022
01.10.1999;5124,55;25796780;32234384
30.09.1999;5149,83;24766228;32411594
29.09.1999;5135,62;28025548;32345182
28.09.1999;5119,1;26561330;32080480
27.09.1999;5239,64;18910912;31812078
24.09.1999;5186,53;33942504;31861378
23.09.1999;5299,57;34686480;31327658
22.09.1999;5238,76;26712896;30748876
21.09.1999;5282,76;27354220;30686122
20.09.1999;5351,98;25662744;30764466
17.09.1999;5303,94;98125584;30029528
16.09.1999;5304,42;38397184;25463310
15.09.1999;5387,18;27125070;24980578
14.09.1999;5401,47;26197836;25485080
13.09.1999;5446,91;21250448;25369994
10.09.1999;5483,95;28454932;25681058
09.09.1999;5436,86;23770044;25565838
08.09.1999;5400,7;24055024;25234410
07.09.1999;5391,36;22535292;25285716
06.09.1999;5400,55;19650420;25368432
03.09.1999;5336,22;25936686;25348326
02.09.1999;5189,92;26004748;25347198
01.09.1999;5317,12;25771598;25615800
31.08.1999;5270,77;28529372;25086962
30.08.1999;5392,53;14638672;24840542
27.08.1999;5420,36;29632320;25299678
26.08.1999;5389,34;31156220;25137344
25.08.1999;5400,32;34692580;25596932
24.08.1999;5324,02;24471544;25287282
23.08.1999;5301,98;25916428;25454144
20.08.1999;5254,14;26726616;25829246
19.08.1999;5186,85;18798624;26370974
18.08.1999;5230,47;24824634;27881448
17.08.1999;5259,91;23776012;28075844
16.08.1999;5257,1;19348836;28089510
13.08.1999;5219,43;25919752;28977204
12.08.1999;5127,43;30033796;28979454
11.08.1999;5019,69;17839020;29042070
10.08.1999;5000,87;24833088;29911718
09.08.1999;5087,3;21525688;29935860
06.08.1999;5010,47;27197316;29648308
05.08.1999;4978,45;38050040;29311330
04.08.1999;5119,37;30047844;28322604
03.08.1999;5107,68;26974460;28184864
02.08.1999;5129,5;31542972;27980818
30.07.1999;5101,87;34852536;27235388
29.07.1999;5052,32;41455740;27444602
28.07.1999;5229,56;27740560;26605766
27.07.1999;5224,16;23980996;26651128
26.07.1999;5206,44;32664248;26790640
23.07.1999;5310,63;25953520;26393898
22.07.1999;5340,91;30973024;26293750
21.07.1999;5414,17;30883730;26766698
20.07.1999;5491,29;25195224;26557254
19.07.1999;5624,74;17212396;26491874
16.07.1999;5619,94;22142662;27688772
15.07.1999;5619,26;23219148;28847320
14.07.1999;5610,89;27981752;29139138
13.07.1999;5573,82;23913754;28846122
12.07.1999;5652,02;20361540;28657172
09.07.1999;5638,95;37990724;29930138
08.07.1999;5607,1;28873202;37051700
07.07.1999;5588,5;28421000;36953468
06.07.1999;5612,9;26073666;36916668
05.07.1999;5625,62;26713136;37110924
02.07.1999;5519,05;24451288;36545956
01.07.1999;5480,22;38067248;36508972
30.06.1999;5378,52;27742080;35935824
29.06.1999;5359,53;24214508;35955368
28.06.1999;5356,95;35165876;35872944
25.06.1999;5301,21;39520880;35111956
24.06.1999;5327,6;27596426;34008676
23.06.1999;5399,11;23586516;33537112
22.06.1999;5468,67;21079480;33776176
21.06.1999;5468,47;39456036;33496682
18.06.1999;5430,32;144814176;33374824
17.06.1999;5412;27399716;25380656
16.06.1999;5381,25;27869000;25354018
15.06.1999;5342,86;28987500;25164854
14.06.1999;5268,87;18238596;24526538
11.06.1999;5262,15;23896552;25098086
10.06.1999;5206,47;29470032;25209394
09.06.1999;5253,89;28035226;24602394
08.06.1999;5211,08;22978168;24049182
07.06.1999;5190,15;23751012;23955560
04.06.1999;5107,81;22971708;23813024
02.06.1999;4997,83;20522964;23786454
01.06.1999;5021,24;27172460;23968364
31.05.1999;5069,83;16887078;23959354
28.05.1999;5068,73;37628176;24720856
27.05.1999;5083,83;24901638;24129934
26.05.1999;5160,44;27000150;24253586
25.05.1999;5143,1;25031564;23372276
21.05.1999;5264,68;19412738;23350642
20.05.1999;5235,64;26811824;24105900
19.05.1999;5181,51;25566164;24121122
18.05.1999;5154,94;20365044;24809572
17.05.1999;5114,47;19737052;25065256
14.05.1999;5173,25;21573824;25476976
12.05.1999;5248,02;21612964;26681370
11.05.1999;5249,15;22573180;27236004
10.05.1999;5205,95;23251590;28034996
07.05.1999;5297,38;27037324;28909930
06.05.1999;5274,45;28309608;30031544
05.05.1999;5307,22;28764332;31172184
04.05.1999;5383,21;26756432;31122226
03.05.1999;5377,56;13780501;31394594
30.04.1999;5393,11;24707056;31952064
29.04.1999;5334,42;30741598;33014912
28.04.1999;5348,61;27040164;32542180
27.04.1999;5347,5;35892896;32558138
